article,journal,author,affiliation,original_name,year,country,iso_a3,source_tag,DH discipline,Data preservation and  digital curation,Digital heritage and multimedia,NLP,Other,Text analysis/mining,Textual scholarship
no_id_280,Digital Humanities Quarterly,Miriam Peña Pimentel,National Autonomous University of Mexico,National Autonomous University of Mexico ,2017,Mexico,MEX,journal,0.2493015229701996,0.00133987219305705,0.00089324801228935,0.0004466238315217,0.0008932479540816999,0.2466788456367793,0.0004466240061447
no_id_281,Digital Humanities Quarterly,Stephen Wittek,Carnegie Mellon,Carnegie Mellon,2017,,,journal,0.1836007684469223,0.12521626794477922,0.0011372937588021,0.000568647054024,0.0011372935841791,0.16620087926276014,0.02213886752724645
no_id_281,Digital Humanities Quarterly,Stéfan Sinclair,McGill University,McGill University,2017,Canada,CAN,journal,0.1836007684469223,0.12521626794477922,0.0011372937588021,0.000568647054024,0.0011372935841791,0.16620087926276014,0.02213886752724645
no_id_282,Digital Humanities Quarterly,Alex Saum-Pascual,California Coast University,"University of California, Berkeley",2017,United States,USA,journal,0.9425324201583862,0.0017697925795799002,0.0011798618943430002,0.00058993085986,0.0497984902467578,0.0035395852755752003,0.00058993085986
no_id_283,Digital Humanities Quarterly,Kara Kennedy,University of Canterbury,University of Canterbury,2017,New Zealand,NZL,journal,0.0007914156885817,0.0023742467164992,0.9889201970072462,0.0007914156303741,0.0015828312025404,0.0047484926762987,0.0007914156303741
no_id_284,Digital Humanities Quarterly,Antonis Bikakis,University College London,University College London (UCL),2017,United Kingdom,GBR,journal,0.0002868197043426,0.055701569333905306,0.18533428013324735,0.0002868197043426,0.1005094594147522,0.15759422932751466,0.0002868196752388
no_id_284,Digital Humanities Quarterly,Ioanna Kyvernitou,National University of Ireland,"National University of Ireland, Galway (NUIG)",2017,Ireland,IRL,journal,0.0002868197043426,0.055701569333905306,0.18533428013324735,0.0002868197043426,0.1005094594147522,0.15759422932751466,0.0002868196752388
no_id_285,Digital Humanities Quarterly,Elizabeth Stainforth,University of Leeds,University of Leeds,2017,United Kingdom,GBR,journal,0.00018505971820555,0.00055517906730525,0.2899057738104602,0.00018505968910175,0.07303280598716806,0.059928867587586705,0.07620727270841594
no_id_285,Digital Humanities Quarterly,Rhiannon Stephanie Bettivia,University of Illinois at Urbana-Champaign,"University of Illinois, Urbana-Champaign",2017,United States,USA,journal,0.00018505971820555,0.00055517906730525,0.2899057738104602,0.00018505968910175,0.07303280598716806,0.059928867587586705,0.07620727270841594
no_id_286,Digital Humanities Quarterly,Albert Rozo,Pennsylvania State University,The Pennsylvania State University,2017,United States,USA,journal,0.000147452112287275,0.0004423562641022624,0.044317205843981355,0.00014745208318345,0.07891336595639585,0.0008847123535815124,0.0001474520977353625
no_id_286,Digital Humanities Quarterly,Heather Ross,Pennsylvania State University,The Pennsylvania State University,2017,United States,USA,journal,0.000147452112287275,0.0004423562641022624,0.044317205843981355,0.00014745208318345,0.07891336595639585,0.0008847123535815124,0.0001474520977353625
no_id_286,Digital Humanities Quarterly,James O'Sullivan,University College Cork,University College Cork,2017,Ireland,IRL,journal,0.000147452112287275,0.0004423562641022624,0.044317205843981355,0.00014745208318345,0.07891336595639585,0.0008847123535815124,0.0001474520977353625
no_id_286,Digital Humanities Quarterly,Kate Miffitt,Pennsylvania State University,The Pennsylvania State University,2017,United States,USA,journal,0.000147452112287275,0.0004423562641022624,0.044317205843981355,0.00014745208318345,0.07891336595639585,0.0008847123535815124,0.0001474520977353625
no_id_286,Digital Humanities Quarterly,Nathan Piekielek,Pennsylvania State University,The Pennsylvania State University,2017,United States,USA,journal,0.000147452112287275,0.0004423562641022624,0.044317205843981355,0.00014745208318345,0.07891336595639585,0.0008847123535815124,0.0001474520977353625
no_id_286,Digital Humanities Quarterly,Patricia Hswe,Andrew W. Mellon Foundation,The Andrew W. Mellon Foundation,2017,United States,USA,journal,0.000147452112287275,0.0004423562641022624,0.044317205843981355,0.00014745208318345,0.07891336595639585,0.0008847123535815124,0.0001474520977353625
no_id_286,Digital Humanities Quarterly,Sarah Pickle,The Claremont Colleges Library,The Claremont Colleges Library,2017,,,journal,0.000147452112287275,0.0004423562641022624,0.044317205843981355,0.00014745208318345,0.07891336595639585,0.0008847123535815124,0.0001474520977353625
no_id_286,Digital Humanities Quarterly,Tara LaLonde,Pennsylvania State University,The Pennsylvania State University,2017,United States,USA,journal,0.000147452112287275,0.0004423562641022624,0.044317205843981355,0.00014745208318345,0.07891336595639585,0.0008847123535815124,0.0001474520977353625
no_id_287,Digital Humanities Quarterly,Laura Estill,Texas A&M University,Texas A&M University,2017,,,journal,0.3480997085571289,0.0028873009141533,0.4425366073846817,0.0009624335216358,0.0019248676253482001,0.20262672181706853,0.0009624336380511
no_id_288,Digital Humanities Quarterly,Mattie Burkert,Utah State University,Utah State University,2017,United States,USA,journal,0.3591361343860626,0.1607099558459593,0.4291593252273742,0.0004437086172401,0.0008874171762726,0.0026622517034408,0.0470012016594409
no_id_289,Digital Humanities Quarterly,Aaron Mauro,Penn State Behrend,Penn State Behrend,2017,United States,USA,journal,7.094652391969999e-05,0.00021283956344369997,0.14186389099008268,7.094649065817144e-05,0.00014189303120862857,0.0004256789938413144,7.094649897355714e-05
no_id_289,Digital Humanities Quarterly,Bridget Jenkins,Penn State Behrend,Penn State Behrend,2017,United States,USA,journal,7.094652391969999e-05,0.00021283956344369997,0.14186389099008268,7.094649065817144e-05,0.00014189303120862857,0.0004256789938413144,7.094649897355714e-05
no_id_289,Digital Humanities Quarterly,Daniel Powell,University of Victoria,University of Victoria,2017,Canada,CAN,journal,7.094652391969999e-05,0.00021283956344369997,0.14186389099008268,7.094649065817144e-05,0.00014189303120862857,0.0004256789938413144,7.094649897355714e-05
no_id_289,Digital Humanities Quarterly,Dene Grigar,Washington State University,Washington State University,2017,United States,USA,journal,7.094652391969999e-05,0.00021283956344369997,0.14186389099008268,7.094649065817144e-05,0.00014189303120862857,0.0004256789938413144,7.094649897355714e-05
no_id_289,Digital Humanities Quarterly,Eric Dye,Penn State Behrend,Penn State Behrend,2017,United States,USA,journal,7.094652391969999e-05,0.00021283956344369997,0.14186389099008268,7.094649065817144e-05,0.00014189303120862857,0.0004256789938413144,7.094649897355714e-05
no_id_289,Digital Humanities Quarterly,Jacob Heil,The Five Colleges of Ohio,The Five Colleges of Ohio,2017,,,journal,7.094652391969999e-05,0.00021283956344369997,0.14186389099008268,7.094649065817144e-05,0.00014189303120862857,0.0004256789938413144,7.094649897355714e-05
no_id_289,Digital Humanities Quarterly,Sarah Potvin,Texas A&M University,Texas A&M University,2017,,,journal,7.094652391969999e-05,0.00021283956344369997,0.14186389099008268,7.094649065817144e-05,0.00014189303120862857,0.0004256789938413144,7.094649897355714e-05
no_id_290,Digital Humanities Quarterly,Alison Caplan,Providence College,Providence College,2017,United States,USA,journal,0.029738210141658766,0.0002531793143134,0.00016878620954226666,0.05086736381053924,0.00016878621924353333,0.009637537916811734,0.2424994707107544
no_id_290,Digital Humanities Quarterly,Brad Mering,Mervideo,Mervideo,2017,,,journal,0.029738210141658766,0.0002531793143134,0.00016878620954226666,0.05086736381053924,0.00016878621924353333,0.009637537916811734,0.2424994707107544
no_id_290,Digital Humanities Quarterly,Nuria Alonso García,Providence College,Providence College,2017,United States,USA,journal,0.029738210141658766,0.0002531793143134,0.00016878620954226666,0.05086736381053924,0.00016878621924353333,0.009637537916811734,0.2424994707107544
no_id_291,Digital Humanities Quarterly,Kate Holterhoff,Georgia Institute of Technology,Georgia Institute of Technology,2017,United States,USA,journal,0.1252668052911758,0.8669157169060783,0.0013029123074374,0.0006514559499919,0.0013029116671532,0.0039087356999514,0.0006514560081996
no_id_292,Digital Humanities Quarterly,Natalie Berkman,Princeton University,Princeton University,2017,United States,USA,journal,0.7872855067253113,0.0010255030356347001,0.20827067070058541,0.0003418343840166,0.0006836685934104,0.002051006245892,0.0003418343840166
no_id_293,Digital Humanities Quarterly,Djoerd Hiemstra,University of Twente,"University of Twente, Enschede",2018,Netherlands,NLD,journal,7.235566024771111e-05,0.11017048809056483,0.00014471135283302222,7.235567318275555e-05,0.0001447113010928778,0.0004341339291486889,7.235566024771111e-05
no_id_293,Digital Humanities Quarterly,Dolf Trieschnigg,"MyDatafactory, Meppel","MyDatafactory, Meppel",2018,,,journal,7.235566024771111e-05,0.11017048809056483,0.00014471135283302222,7.235567318275555e-05,0.0001447113010928778,0.0004341339291486889,7.235566024771111e-05
no_id_293,Digital Humanities Quarterly,Iwe Everhardus Christiaan Muiser,Meertens Institute,"Meertens Institute, Amsterdam",2018,Netherlands,NLD,journal,7.235566024771111e-05,0.11017048809056483,0.00014471135283302222,7.235567318275555e-05,0.0001447113010928778,0.0004341339291486889,7.235566024771111e-05
no_id_293,Digital Humanities Quarterly,Iwe Everhardus Christiaan Muiser,University of Twente,"University of Twente, Enschede",2018,Netherlands,NLD,journal,7.235566024771111e-05,0.11017048809056483,0.00014471135283302222,7.235567318275555e-05,0.0001447113010928778,0.0004341339291486889,7.235566024771111e-05
no_id_293,Digital Humanities Quarterly,Mariët Theune,University of Twente,"University of Twente, Enschede",2018,Netherlands,NLD,journal,7.235566024771111e-05,0.11017048809056483,0.00014471135283302222,7.235567318275555e-05,0.0001447113010928778,0.0004341339291486889,7.235566024771111e-05
no_id_293,Digital Humanities Quarterly,Nigel Smink,University of Twente,"University of Twente, Enschede",2018,Netherlands,NLD,journal,7.235566024771111e-05,0.11017048809056483,0.00014471135283302222,7.235567318275555e-05,0.0001447113010928778,0.0004341339291486889,7.235566024771111e-05
no_id_293,Digital Humanities Quarterly,Ruud de Jong,University of Twente,"University of Twente, Enschede",2018,Netherlands,NLD,journal,7.235566024771111e-05,0.11017048809056483,0.00014471135283302222,7.235567318275555e-05,0.0001447113010928778,0.0004341339291486889,7.235566024771111e-05
no_id_293,Digital Humanities Quarterly,Theo Meder,Meertens Institute,"Meertens Institute, Amsterdam",2018,Netherlands,NLD,journal,7.235566024771111e-05,0.11017048809056483,0.00014471135283302222,7.235567318275555e-05,0.0001447113010928778,0.0004341339291486889,7.235566024771111e-05
no_id_293,Digital Humanities Quarterly,Theo Meder,University of Groningen,"University of Groningen, Groningen",2018,Netherlands,NLD,journal,7.235566024771111e-05,0.11017048809056483,0.00014471135283302222,7.235567318275555e-05,0.0001447113010928778,0.0004341339291486889,7.235566024771111e-05
no_id_294,Digital Humanities Quarterly,Max De Wilde,Université Libre de Bruxelles,"Université libre de Bruxelles(ULB), Information Science Department",2018,Belgium,BEL,journal,0.00044031860306855,0.22790118400007486,0.0008806372061371,0.2668149769306183,0.0008806369733065,0.00264191138558075,0.0004403185448609
no_id_294,Digital Humanities Quarterly,Simon Hengchen,University of Helsinki,University of Helsinki (UH),2018,Finland,FIN,journal,0.00044031860306855,0.22790118400007486,0.0008806372061371,0.2668149769306183,0.0008806369733065,0.00264191138558075,0.0004403185448609
no_id_295,Digital Humanities Quarterly,Shannon Kelley,Fairfield University,Fairfield University,2017,United States,USA,journal,0.0009194901213049,0.0027584701310841,0.2225226000300608,0.000919489597436,0.7664435194456017,0.0055169381666926,0.0009194900048896
no_id_296,Digital Humanities Quarterly,Calvin Fung,Monash University,Monash University,2017,Australia,AUS,journal,0.0006873481324873,0.0020620441064237,0.0013746963813900002,0.0006873481324873,0.0013746962649747,0.0041240908903998,0.9896897673606871
no_id_297,Digital Humanities Quarterly,Wooseob Jeong,Emporia State University,Emporia State University,2017,United States,USA,journal,0.0007024413207545,0.00210732355481,0.0014048824086784,0.0007024411461316,0.0014048821758478,0.9929755966877565,0.0007024411461316
no_id_298,Digital Humanities Quarterly,Eetu Mäkelä,University of Helsinki,"University of Helsinki, Helsinki Centre for Digital Humanities",2017,Finland,FIN,journal,7.53320986405e-05,0.00022599633666682,0.000150664197281,0.19887001514434816,0.00015066416235638,0.00045199255109760003,7.53320986405e-05
no_id_298,Digital Humanities Quarterly,Juha Kuokkala,University of Helsinki,"University of Helsinki, Department of Modern Languages, Helsinki, Finland",2017,Finland,FIN,journal,7.53320986405e-05,0.00022599633666682,0.000150664197281,0.19887001514434816,0.00015066416235638,0.00045199255109760003,7.53320986405e-05
no_id_298,Digital Humanities Quarterly,Kimmo Kettunen,"National Library of Finland, Mikkeli, Finland","National Library of Finland, Mikkeli, Finland",2017,,,journal,7.53320986405e-05,0.00022599633666682,0.000150664197281,0.19887001514434816,0.00015066416235638,0.00045199255109760003,7.53320986405e-05
no_id_298,Digital Humanities Quarterly,Laura Löfberg,Lancaster University,"Department of Linguistics and English Language, Lancaster University, UK",2017,United Kingdom,GBR,journal,7.53320986405e-05,0.00022599633666682,0.000150664197281,0.19887001514434816,0.00015066416235638,0.00045199255109760003,7.53320986405e-05
no_id_298,Digital Humanities Quarterly,Teemu Ruokolainen,"National Library of Finland, Mikkeli, Finland","National Library of Finland, Mikkeli, Finland",2017,,,journal,7.53320986405e-05,0.00022599633666682,0.000150664197281,0.19887001514434816,0.00015066416235638,0.00045199255109760003,7.53320986405e-05
no_id_299,Digital Humanities Quarterly,Simon Mahony,University College London,University College London,2017,United Kingdom,GBR,journal,0.2080627828836441,0.36370509013067903,0.2925344358664005,0.0005086612072773,0.1316284339991398,0.0030519679421557,0.0005086612654849
no_id_300,Digital Humanities Quarterly, Richard Chenhall,University of Melbourne,University of Melbourne,2017,Australia,AUS,journal,0.00017965349252335,0.00053896050667385,0.2474848529527662,0.0001796534488676,0.0003593068977352,0.0010779206349979,0.000179653434315675
no_id_300,Digital Humanities Quarterly,Anela Chan,Independent Scholar,Independent Scholar,2017,,,journal,0.00017965349252335,0.00053896050667385,0.2474848529527662,0.0001796534488676,0.0003593068977352,0.0010779206349979,0.000179653434315675
no_id_300,Digital Humanities Quarterly,Carolyn Stevens,Monash University, Monash University ,2017,Australia,AUS,journal,0.00017965349252335,0.00053896050667385,0.2474848529527662,0.0001796534488676,0.0003593068977352,0.0010779206349979,0.000179653434315675
no_id_300,Digital Humanities Quarterly,Tamara Kohn,University of Melbourne,University of Melbourne,2017,Australia,AUS,journal,0.00017965349252335,0.00053896050667385,0.2474848529527662,0.0001796534488676,0.0003593068977352,0.0010779206349979,0.000179653434315675
no_id_301,Digital Humanities Quarterly,Charles van den Heuvel,Huygens Institute for the History of the Netherlands,"Huygens ING, The Hague, Netherlands",2017,Netherlands,NLD,journal,0.1653164327144623,0.0011369527007142,0.0007579686352983,0.13441049059232077,0.0007579685188829334,0.0022739054790386665,0.028679621716340364
no_id_301,Digital Humanities Quarterly,Charles van den Heuvel,University of Amsterdam,University of Amsterdam,2017,Netherlands,NLD,journal,0.1653164327144623,0.0011369527007142,0.0007579686352983,0.13441049059232077,0.0007579685188829334,0.0022739054790386665,0.028679621716340364
no_id_301,Digital Humanities Quarterly,Florentina Armaselu,University of Luxembourg,University of Luxembourg,2017,Luxembourg,LUX,journal,0.1653164327144623,0.0011369527007142,0.0007579686352983,0.13441049059232077,0.0007579685188829334,0.0022739054790386665,0.028679621716340364
no_id_302,Digital Humanities Quarterly,Jesper Verhoef,Delft University of Technology,"TU Delft, Delft, The Netherlands",2018,Netherlands,NLD,journal,0.12326183915138245,0.00126756823738095,0.3272438201529439,0.00042252283310515,0.0008450454333796501,0.04653668936225565,0.000422522687586
no_id_302,Digital Humanities Quarterly,Melvin Wevers,"DH Group, KNAW HUC, Amsterdam, The Netherlands","DH Group, KNAW HUC, Amsterdam, The Netherlands",2018,,,journal,0.12326183915138245,0.00126756823738095,0.3272438201529439,0.00042252283310515,0.0008450454333796501,0.04653668936225565,0.000422522687586
no_id_303,Digital Humanities Quarterly,April Grow,"University of California, Santa Cruz",University of California Santa Cruz,2017,United States,USA,journal,6.908681825734e-05,0.00020726043730973998,0.19903278854326342,6.90868240781e-05,0.00013817361323161998,0.00041452089790251995,6.908681243658e-05
no_id_303,Digital Humanities Quarterly,Johnathan Pagnutti,"University of California, Santa Cruz",University of California Santa Cruz,2017,United States,USA,journal,6.908681825734e-05,0.00020726043730973998,0.19903278854326342,6.90868240781e-05,0.00013817361323161998,0.00041452089790251995,6.908681243658e-05
no_id_303,Digital Humanities Quarterly,Melanie Dickinson,"University of California, Santa Cruz",University of California Santa Cruz,2017,United States,USA,journal,6.908681825734e-05,0.00020726043730973998,0.19903278854326342,6.90868240781e-05,0.00013817361323161998,0.00041452089790251995,6.908681243658e-05
no_id_303,Digital Humanities Quarterly,Michael Mateas,"University of California, Santa Cruz",University of California Santa Cruz,2017,United States,USA,journal,6.908681825734e-05,0.00020726043730973998,0.19903278854326342,6.90868240781e-05,0.00013817361323161998,0.00041452089790251995,6.908681243658e-05
no_id_303,Digital Humanities Quarterly,Noah Wardrip-Fruin,"University of California, Santa Cruz",University of California Santa Cruz,2017,United States,USA,journal,6.908681825734e-05,0.00020726043730973998,0.19903278854326342,6.90868240781e-05,0.00013817361323161998,0.00041452089790251995,6.908681243658e-05
no_id_304,Digital Humanities Quarterly,David Squires,University of Louisiana at Lafayette,University of Louisiana at Lafayette,2017,United States,USA,journal,0.0002951080969069,0.0008853241743053499,0.49586847968748765,0.00029510803869925,0.00059021607739845,0.0017706481448838498,0.000295108591672
no_id_304,Digital Humanities Quarterly,Talea Anderson,Washington State University,Washington State University,2017,United States,USA,journal,0.0002951080969069,0.0008853241743053499,0.49586847968748765,0.00029510803869925,0.00059021607739845,0.0017706481448838498,0.000295108591672
no_id_305,Digital Humanities Quarterly,J. Berenike Herrmann,University of Basel,Basel University,2018,Switzerland,CHE,journal,0.2992040812969208,0.0013029791880396998,0.0008686528308316001,0.0004343264154158,0.0008686527726240001,0.6968869529082437,0.0004343263572081
no_id_306,Digital Humanities Quarterly,Ali Hürriyetoğlu,Radboud University Nijmegen,"Centre for Language Studies, Radboud University, Nijmegen, The Netherlands",2018,Netherlands,NLD,journal,9.207777579181426e-05,0.04933747923600352,0.00018415557652977146,0.033149097646985724,0.00018415555158362852,0.05981809595998906,9.207780073795715e-05
no_id_306,Digital Humanities Quarterly,Antal van den Bosch,Meertens Institute,"Meertens Institute, Amsterdam, The Netherlands",2018,Netherlands,NLD,journal,9.207777579181426e-05,0.04933747923600352,0.00018415557652977146,0.033149097646985724,0.00018415555158362852,0.05981809595998906,9.207780073795715e-05
no_id_306,Digital Humanities Quarterly,Florian Kunneman,Radboud University Nijmegen,"Centre for Language Studies, Radboud University, Nijmegen, The Netherlands",2018,Netherlands,NLD,journal,9.207777579181426e-05,0.04933747923600352,0.00018415557652977146,0.033149097646985724,0.00018415555158362852,0.05981809595998906,9.207780073795715e-05
no_id_306,Digital Humanities Quarterly,Iris Hendrickx,Radboud University Nijmegen,"Centre for Language Studies, Radboud University, Nijmegen, The Netherlands",2018,Netherlands,NLD,journal,9.207777579181426e-05,0.04933747923600352,0.00018415557652977146,0.033149097646985724,0.00018415555158362852,0.05981809595998906,9.207780073795715e-05
no_id_306,Digital Humanities Quarterly,Iris Hendrickx,Radboud University Nijmegen,"Centre for Language and Speech Technology, Radboud University, Nijmegen, The Netherlands",2018,Netherlands,NLD,journal,9.207777579181426e-05,0.04933747923600352,0.00018415557652977146,0.033149097646985724,0.00018415555158362852,0.05981809595998906,9.207780073795715e-05
no_id_306,Digital Humanities Quarterly,Louis Onrust,Radboud University Nijmegen,"Centre for Language Studies, Radboud University, Nijmegen, The Netherlands",2018,Netherlands,NLD,journal,9.207777579181426e-05,0.04933747923600352,0.00018415557652977146,0.033149097646985724,0.00018415555158362852,0.05981809595998906,9.207780073795715e-05
no_id_306,Digital Humanities Quarterly,Wessel Stoop,Radboud University Nijmegen,"Centre for Language and Speech Technology, Radboud University, Nijmegen, The Netherlands",2018,Netherlands,NLD,journal,9.207777579181426e-05,0.04933747923600352,0.00018415557652977146,0.033149097646985724,0.00018415555158362852,0.05981809595998906,9.207780073795715e-05
no_id_307,Digital Humanities Quarterly,Erika Kuijpers,"Faculty of Humanities, Vrije Universiteit, Amsterdam, The Netherlands","Faculty of Humanities, Vrije Universiteit, Amsterdam, The Netherlands",2018,,,journal,9.544985950924e-05,0.00028634950867853997,0.0001908997481223,0.19856824874877926,0.0001908996957354,0.00057269905228162,9.544983622618e-05
no_id_307,Digital Humanities Quarterly,Inger Leemans,VU Amsterdam,"Faculty of Humanities, Vrije Universiteit Amsterdam, The Netherlands",2018,Netherlands,NLD,journal,9.544985950924e-05,0.00028634950867853997,0.0001908997481223,0.19856824874877926,0.0001908996957354,0.00057269905228162,9.544983622618e-05
no_id_307,Digital Humanities Quarterly,Isa Maks,VU Amsterdam,"Faculty of Humanities, Vrije Universiteit Amsterdam, The Netherlands",2018,Netherlands,NLD,journal,9.544985950924e-05,0.00028634950867853997,0.0001908997481223,0.19856824874877926,0.0001908996957354,0.00057269905228162,9.544983622618e-05
no_id_307,Digital Humanities Quarterly,Janneke M. van der Zwaan,Netherlands eScience Center,"Netherlands eScience Center, Amsterdam, The Netherlands",2018,Netherlands,NLD,journal,9.544985950924e-05,0.00028634950867853997,0.0001908997481223,0.19856824874877926,0.0001908996957354,0.00057269905228162,9.544983622618e-05
no_id_307,Digital Humanities Quarterly,Kristine Steenbergh,"Faculty of Humanities, Vrije Universiteit, Amsterdam, The Netherlands","Faculty of Humanities, Vrije Universiteit, Amsterdam, The Netherlands",2018,,,journal,9.544985950924e-05,0.00028634950867853997,0.0001908997481223,0.19856824874877926,0.0001908996957354,0.00057269905228162,9.544983622618e-05
no_id_308,Digital Humanities Quarterly,Isabel Pedersen,University of Ontario Institute of Technology,University of Ontario Institute of Technology,2017,Canada,CAN,journal,0.04276047274470325,0.45146726892562566,0.0009620421333238,0.00048102103755805,0.00096204201690845,0.0028861265163867998,0.00048102103755805
no_id_308,Digital Humanities Quarterly,Quinn DuPont,University of Washington,University of Washington,2017,United States,USA,journal,0.04276047274470325,0.45146726892562566,0.0009620421333238,0.00048102103755805,0.00096204201690845,0.0028861265163867998,0.00048102103755805
no_id_309,Digital Humanities Quarterly,Bridget Almas,"The Alpheios Project, Ltd.","The Alpheios Project, Ltd.",2018,,,journal,0.102367028594017,0.21685250065638678,0.0007724078313913,0.17653222382068634,0.00077240771497595,0.0023172232613432,0.00038620401755905
no_id_309,Digital Humanities Quarterly,Thibault Clérice,Centre Jean-Mabillon (École des chartes) - PSL,Centre Jean-Mabillon (École des chartes) - PSL,2018,,,journal,0.102367028594017,0.21685250065638678,0.0007724078313913,0.17653222382068634,0.00077240771497595,0.0023172232613432,0.00038620401755905
no_id_310,Digital Humanities Quarterly,Gabriele Griffin,Uppsala University,Uppsala University,2018,Sweden,SWE,journal,0.425944447517395,0.0014435762714128501,0.0009623843361623501,0.0004811921098735,0.00096238410333165,0.06972480952390456,0.00048119216808115
no_id_310,Digital Humanities Quarterly,Matt Steven Hayler,University of Birmingham,"Birmingham University, UK",2018,United Kingdom,GBR,journal,0.425944447517395,0.0014435762714128501,0.0009623843361623501,0.0004811921098735,0.00096238410333165,0.06972480952390456,0.00048119216808115
no_id_311,Digital Humanities Quarterly,Daniel G. Tracy,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,2018,United States,USA,journal,0.00030648807296525,0.00091946418979195,0.4957091817632317,0.0003064880147576,0.0006129760004114,0.00183892823406485,0.0003064879856538
no_id_311,Digital Humanities Quarterly,Elizabeth Massa Hoiem,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,2018,United States,USA,journal,0.00030648807296525,0.00091946418979195,0.4957091817632317,0.0003064880147576,0.0006129760004114,0.00183892823406485,0.0003064879856538
no_id_312,Digital Humanities Quarterly,Laura F. Hawkins,Harvard University,Harvard University,2018,United States,USA,journal,0.0010083053493872,0.0030249156989157,0.0020166104659438,0.0010083054658025,0.0020166103495284,0.9899169679265469,0.0010083051165565
no_id_313,Digital Humanities Quarterly,David Holmes,George Mason University,"Department of Statistics, George Mason University",2018,United States,USA,journal,0.0003127956879325,0.0009383870637975,0.00062559143407265,0.0003127958043478,0.00062559143407265,0.49687204998917867,0.000312795775244
no_id_313,Digital Humanities Quarterly,Richard Forsyth,Independent Researcher,Independent Researcher,2018,,,journal,0.0003127956879325,0.0009383870637975,0.00062559143407265,0.0003127958043478,0.00062559143407265,0.49687204998917867,0.000312795775244
no_id_314,Digital Humanities Quarterly,Joseph Fletcher,University of North Carolina at Chapel Hill,University of North Carolina-Chapel Hill,2018,United States,USA,journal,0.0002127227344317,0.0006381681596393501,0.0393528131244238,0.0002127227344317,0.00042544543975960004,0.00127633621741535,0.4578817784786224
no_id_314,Digital Humanities Quarterly,Michael Fox,University of North Carolina at Chapel Hill,University of North Carolina-Chapel Hill,2018,United States,USA,journal,0.0002127227344317,0.0006381681596393501,0.0393528131244238,0.0002127227344317,0.00042544543975960004,0.00127633621741535,0.4578817784786224
no_id_315,Digital Humanities Quarterly,Pelle Snickars,Umeå University,Umeå University,2018,Sweden,SWE,journal,0.0001839847391238,0.0005519542755791,0.15085875998192924,0.3467494249343872,0.0003679694636957,0.00110390850750245,0.0001839847391238
no_id_315,Digital Humanities Quarterly,Roger Mähler,Umeå University,Umeå University,2018,Sweden,SWE,journal,0.0001839847391238,0.0005519542755791,0.15085875998192924,0.3467494249343872,0.0003679694636957,0.00110390850750245,0.0001839847391238
no_id_316,Digital Humanities Quarterly,Bridget Almas,"The Alpheios Project, Ltd.","The Alpheios Project, Ltd.",2018,,,journal,0.10417252033948897,0.14383179623109754,0.0003326148871565,0.000166307421750375,0.00033261477074117505,0.000997844297671625,0.000166307421750375
no_id_316,Digital Humanities Quarterly,Emad Khazraee,Kent State University,"School of Information, Kent State University",2018,United States,USA,journal,0.10417252033948897,0.14383179623109754,0.0003326148871565,0.000166307421750375,0.00033261477074117505,0.000997844297671625,0.000166307421750375
no_id_316,Digital Humanities Quarterly,Joshua Westgard,"University Libraries, University of Maryland College Park","University Libraries, University of Maryland College Park",2018,,,journal,0.10417252033948897,0.14383179623109754,0.0003326148871565,0.000166307421750375,0.00033261477074117505,0.000997844297671625,0.000166307421750375
no_id_316,Digital Humanities Quarterly,Matthew Thomas Miller,"University of Maryland, College Park","Roshan Institute for Persian Studies, University of Maryland College Park",2018,United States,USA,journal,0.10417252033948897,0.14383179623109754,0.0003326148871565,0.000166307421750375,0.00033261477074117505,0.000997844297671625,0.000166307421750375
no_id_317,Digital Humanities Quarterly,Jasmijn Van Gorp,Utrecht University,Utrecht University,2019,Netherlands,NLD,journal,0.290907621383667,0.02989409284782585,0.17607198920450168,0.00031262909760695,0.0006252579914871,0.00187577403266895,0.00031262901029545
no_id_317,Digital Humanities Quarterly,Marc Bron,Schibsted,Schibsted,2019,,,journal,0.290907621383667,0.02989409284782585,0.17607198920450168,0.00031262909760695,0.0006252579914871,0.00187577403266895,0.00031262901029545
no_id_318,Digital Humanities Quarterly,Joel Schneier,North Carolina State University,North Carolina State University,2018,United States,USA,journal,0.0002671977272257,0.12174009279503172,0.0005343953186335333,0.00026719766901803335,0.0005343952022182,0.2097228463001859,0.0002671976302129333
no_id_318,Digital Humanities Quarterly,Matthew Davis,McMaster University,McMaster University,2018,Canada,CAN,journal,0.0002671977272257,0.12174009279503172,0.0005343953186335333,0.00026719766901803335,0.0005343952022182,0.2097228463001859,0.0002671976302129333
no_id_318,Digital Humanities Quarterly,Timothy Stinson,North Carolina State University,North Carolina State University,2018,United States,USA,journal,0.0002671977272257,0.12174009279503172,0.0005343953186335333,0.00026719766901803335,0.0005343952022182,0.2097228463001859,0.0002671976302129333
no_id_319,Digital Humanities Quarterly,Tobias Blanke,King's College London,"King's College London, Department of Digital Humanities",2018,United Kingdom,GBR,journal,0.0005735903396271,0.0575046090525574,0.2302531300811096,0.0005735903396271,0.0011471803300082,0.7093743227887896,0.0005735901650041
